CO_IES,NO_IES,SG_IES,TP_CATEGORIA_ADMINISTRATIVA,TP_ORGANIZACAO_ACADEMICA,REGIAO
1513,FACULDADE PITÁGORAS INSTITUTO CAMILLO FILHO,PITÁGORAS ICF,Privada com fins lucrativos,Faculdade,Nordeste
1514,FACULDADE VALE DO CRICARÉ,F.V.C.,Privada com fins lucrativos,Faculdade,Sudeste
1519,FACULDADE DE PATO BRANCO,FADEP,Privada com fins lucrativos,Faculdade,Sul
1521,FACULDADE ESTÁCIO DE BELÉM - ESTÁCIO BELÉM,ESTÁCIO BELÉM,Privada com fins lucrativos,Faculdade,Norte
1523,FACULDADE DE DIREITO FRANCISCO BELTRÃO,CESUL,Privada com fins lucrativos,Faculdade,Sul
1535,Faculdade de Pinhais,FAPI,Privada sem fins lucrativos,Faculdade,Sul
1536,FACULDADE DE TELÊMACO BORBA,FATEB,Privada com fins lucrativos,Faculdade,Sul
1540,INSTITUTO DE ENSINO SUPERIOR DE RONDÔNIA,IESUR,Privada sem fins lucrativos,Faculdade,Norte
1541,FACULDADE FLAMINGO,,Privada com fins lucrativos,Faculdade,Sudeste
1538,CENTRO UNIVERSITARIO PROJEÇÃO,UNIPROJEÇÃO,Privada sem fins lucrativos,Centro Universitário,Centro-Oeste
1546,FACULDADE DE EDUCAÇÃO SÃO FRANCISCO,FAESF,Privada sem fins lucrativos,Faculdade,Nordeste
1552,FACULDADE UNINASSAU PARNAÍBA,,Privada com fins lucrativos,Faculdade,Nordeste
1556,CENTRO UNIVERSITÁRIO SETE DE SETEMBRO,UNI7,Privada com fins lucrativos,Centro Universitário,Nordeste
1561,FACULDADE ESAMC SOROCABA,ESAMC,Privada com fins lucrativos,Faculdade,Sudeste
1564,FACULDADE SUL FLUMINENSE,FASF,Privada com fins lucrativos,Faculdade,Sudeste
1883,CENTRO UNIVERSITÁRIO UNIFAS,,Privada com fins lucrativos,Centro Universitário,Nordeste
1644,FACULDADE UNIME DE EDUCAÇÃO E COMUNICAÇÃO,FEC,Privada com fins lucrativos,Faculdade,Nordeste
1571,FACULDADE UNIME DE CIÊNCIAS SOCIAIS,FCS,Privada com fins lucrativos,Faculdade,Nordeste
1565,FACULDADE UNIME DE CIÊNCIAS JURÍDICAS,FCJ,Privada com fins lucrativos,Faculdade,Nordeste
2037,FACULDADE UNIME DE CIÊNCIAS EXATAS E TECNOLÓGICAS,FCT,Privada com fins lucrativos,Faculdade,Nordeste
1572,FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS,FACISA,Privada com fins lucrativos,Faculdade,Nordeste
11862,FACULDADE ALFREDO NASSER DE REMANSO,,Privada sem fins lucrativos,Faculdade,Nordeste
1573,FACULDADE ALFREDO NASSER,FAN,Privada sem fins lucrativos,Faculdade,Centro-Oeste
4922,FACULDADE INTEGRADA DAS CATARATAS,,Privada com fins lucrativos,Faculdade,Sul
1574,FACULDADE EDUCACIONAL DE MEDIANEIRA,UDC Medianeira,Privada com fins lucrativos,Faculdade,Sul
1577,FACULDADE INTERMUNICIPAL DO NOROESTE DO PARANÁ,FACINOR,Privada sem fins lucrativos,Faculdade,Sul
1580,FACULDADE DE CIÊNCIAS E EDUCAÇÃO SENA AIRES,FACESA,Privada com fins lucrativos,Faculdade,Centro-Oeste
1585,FACULDADE ENERGIA,,Privada com fins lucrativos,Faculdade,Sul
4256,Centro Universitário FIP-MOC,,Privada com fins lucrativos,Centro Universitário,Sudeste
22104,Faculdades Integradas Padrão,FIP GUANAMBI,Privada com fins lucrativos,Faculdade,Nordeste
1590,CENTRO UNIVERSITÁRIO ESTÁCIO DE SÃO LUÍS,ESTÁCIO SÃO LUÍS,Privada com fins lucrativos,Faculdade,Nordeste
1591,FACULDADE ESTÁCIO MACAPÁ - ESTÁCIO MACAPÁ,ESTÁCIO MACAPÁ,Privada sem fins lucrativos,Faculdade,Norte
1592,FACULDADE DE ODONTOLOGIA DE MANAUS,FOM,Privada sem fins lucrativos,Faculdade,Norte
3613,FACULDADES INTEGRADAS IESGO,IESGO,Privada com fins lucrativos,Faculdade,Centro-Oeste
1596,FACULDADE DE CIÊNCIAS E EDUCAÇÃO DO ESPÍRITO SANTO,UNIVES,Privada com fins lucrativos,Faculdade,Sudeste
1597,FACULDADE SANTA FÉ,CESSF,Privada com fins lucrativos,Faculdade,Nordeste
1598,CENTRO UNIVERSITÁRIO UNA DE UBERLÂNDIA,,Privada com fins lucrativos,Centro Universitário,Sudeste
15452,CENTRO UNIVERSITÁRIO UNA DE BOM DESPACHO,UNA,Privada com fins lucrativos,Centro Universitário,Sudeste
1599,CENTRO UNIVERSITÁRIO PRESIDENTE TANCREDO DE ALMEIDA NEVES,UNIPTAN,Privada com fins lucrativos,Centro Universitário,Sudeste
1600,INSTITUTO DE CIÊNCIAS DA SAÚDE,ICS,Privada sem fins lucrativos,Faculdade,Sudeste
1601,FACULDADE CIDADE DE COROMANDEL,FCC,Privada sem fins lucrativos,Faculdade,Sudeste
1606,FACULDADES INTEGRADAS DE CASSILÂNDIA,FIC,Privada com fins lucrativos,Faculdade,Centro-Oeste
1607,FACULDADE LUTERANA SÃO MARCOS,FALSM,Privada sem fins lucrativos,Faculdade,Sul
1609,FACULDADE DOS CERRADOS PIAUIENSES,FCP,Privada com fins lucrativos,Faculdade,Nordeste
1610,FACULDADE DAS ATIVIDADES EMPRESARIAIS DE TERESINA,FAETE,Privada sem fins lucrativos,Faculdade,Nordeste
1611,FACULDADE EDUCACIONAL DE ARAPOTI,FATI,Privada com fins lucrativos,Faculdade,Sul
1613,FACULDADE ADVENTISTA PARANAENSE,IAP,Privada sem fins lucrativos,Faculdade,Sul
1615,INSTITUTO SUPERIOR DO LITORAL DO PARANÁ,ISULPAR,Privada sem fins lucrativos,Faculdade,Sul
1620,FACULDADE SANTA RITA,FASAR,Privada com fins lucrativos,Faculdade,Sudeste
11586,FACULDADES NETWORK - CAMPUS SUMARÉ,,Privada com fins lucrativos,Faculdade,Sudeste
1621,FACULDADE NETWORK,NWK,Privada com fins lucrativos,Faculdade,Sudeste
1628,FACULDADE DE CIÊNCIAS HUMANAS DE AGUAÍ,FACHA,Privada com fins lucrativos,Faculdade,Sudeste
1639,FACULDADE HÉLIO ROCHA,FHR,Privada com fins lucrativos,Faculdade,Nordeste
22093,Faculdade AGES de Medicina,Faculdade AGES,Privada com fins lucrativos,Faculdade,Nordeste
1640,CENTRO UNIVERSITÁRIO AGES,UniAGES,Privada com fins lucrativos,Centro Universitário,Nordeste
18296,Faculdade AGES de Tucano,Faculdade AGES,Privada com fins lucrativos,Faculdade,Nordeste
1641,CENTRO UNIVERSITÁRIO SOCIAL DA BAHIA,UNISBA,Privada sem fins lucrativos,Centro Universitário,Nordeste
1643,FACULDADE ANÍSIO TEIXEIRA DE FEIRA DE SANTANA,FAT,Privada sem fins lucrativos,Faculdade,Nordeste
1646,FACULDADE DE EDUCAÇÃO CIÊNCIAS E LETRAS DE PARAÍSO,FECIPAR,Pública Municipal,Faculdade,Norte
1647,FACULDADE DE ENSINO E CULTURA DO CEARÁ,FAECE,Privada com fins lucrativos,Faculdade,Nordeste
2240,FACULDADE DE FORTALEZA,FAFOR,Privada com fins lucrativos,Faculdade,Nordeste
12847,FACULDADE EDUCACIONAL DE FRANCISCO BELTRÃO,FEFB,Privada com fins lucrativos,Faculdade,Sul
1657,CENTRO UNIVERSITÁRIO UNISEP,,Privada com fins lucrativos,Centro Universitário,Sul
1658,CENTRO UNIVERSITÁRIO DA GRANDE FORTALEZA,UNIGRANDE,Privada com fins lucrativos,Centro Universitário,Nordeste
1660,CENTRO UNIVERSITÁRIO ESTÁCIO DE BRASÍLIA - ESTÁCIO BRASÍLIA,ESTÁCIO BRASÍLIA,Privada com fins lucrativos,Centro Universitário,Centro-Oeste
1663,FACULDADE ARAGUAIA,FARA,Privada com fins lucrativos,Faculdade,Centro-Oeste
1664,FACULDADE DA SAÚDE E ECOLOGIA HUMANA,FASEH,Privada com fins lucrativos,Faculdade,Sudeste
1666,CENTRO UNIVERSITÁRIO UNIHORIZONTES,,Privada com fins lucrativos,Centro Universitário,Sudeste
1669,INSTITUTO METROPOLITANO DE ENSINO SUPERIOR,IMES,Privada com fins lucrativos,Faculdade,Sudeste
1670,FACULDADE ASA DE BRUMADINHO,IECEMB - FAB,Privada com fins lucrativos,Faculdade,Sudeste
1672,INSTITUTO ESPERANÇA DE ENSINO SUPERIOR,IESPES,Privada sem fins lucrativos,Faculdade,Norte
1675,FACULDADE METROPOLITANA DA GRANDE RECIFE,UNESJ,Privada sem fins lucrativos,Faculdade,Nordeste
1676,CENTRO UNIVERSITÁRIO SÃO MIGUEL,UNISÃOMIGUEL,Privada com fins lucrativos,Centro Universitário,Nordeste
1677,FACULDADE DE ENSINO SUPERIOR DO PIAUÍ,FAESPI,Privada com fins lucrativos,Faculdade,Nordeste
1679,FACULDADE DE CAMPINA GRANDE DO SUL,FACSUL,Privada com fins lucrativos,Faculdade,Sul
1680,Faculdade Unirb - Mossoró,F. UNIRB,Privada com fins lucrativos,Faculdade,Nordeste
1682,FACULDADE SALESIANA MARIA AUXILIADORA,FSMA,Privada sem fins lucrativos,Faculdade,Sudeste
1683,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DE TERESINA,,Privada com fins lucrativos,Centro Universitário,Nordeste
5520,FACULDADE CATHEDRAL,FACES,Privada com fins lucrativos,Faculdade,Norte
1690,FACULDADE DE SÃO VICENTE,FSV,Privada com fins lucrativos,Faculdade,Sudeste
1693,FACULDADE ITANHAÉM,FAITA,Privada com fins lucrativos,Faculdade,Sudeste
1694,ESCOLA SUPERIOR DE CRICIÚMA - ESUCRI,ESUCRI,Privada com fins lucrativos,Faculdade,Sul
21931,Faculdade Una de Jataí,Una,Privada com fins lucrativos,Faculdade,Centro-Oeste
21932,Instituto Una de Jataí,Una,Privada com fins lucrativos,Faculdade,Centro-Oeste
1696,FACULDADE CENTRAL DE CRISTALINA,FACEC,Privada com fins lucrativos,Faculdade,Centro-Oeste
1697,CENTRO UNIVERSITÁRIO FACOL,UNIFACOL,Privada sem fins lucrativos,Centro Universitário,Nordeste
5511,CENTRO UNIVERSITÁRIO CAMPO REAL,,Privada com fins lucrativos,Centro Universitário,Sul
1699,FACULDADE DE EDUCAÇÃO DE JARU,UNICENTRO,Privada sem fins lucrativos,Faculdade,Norte
18260,Faculdade Estácio de Imperatriz - ESTÁCIO IMPERATRIZ,,Privada com fins lucrativos,Faculdade,Nordeste
1702,CENTRO UNIVERSITÁRIO ESTÁCIO DA AMAZÔNIA,ESTÁCIO AMAZÔNIA,Privada com fins lucrativos,Centro Universitário,Norte
21268,FACULDADE ESTÁCIO DE ANANINDEUA,,Privada com fins lucrativos,Faculdade,Norte
18010,Faculdade Estácio de Cuiabá,ESTÁCIO CUIABÁ,Privada com fins lucrativos,Faculdade,Centro-Oeste
1703,INSTITUTO DE ENSINO SUPERIOR DE RIO VERDE,IESRIVER,Privada sem fins lucrativos,Faculdade,Centro-Oeste
4163,CENTRO UNIVERSITÁRIO BARRIGA VERDE,UNIBAVE,Privada sem fins lucrativos,Centro Universitário,Sul
1992,INSTITUTO DE ENSINO SUPERIOR DE PIEDADE,IESP,Privada com fins lucrativos,Faculdade,Nordeste
1708,INSTITUTO PERNAMBUCANO DE ENSINO SUPERIOR,IPESU,Privada com fins lucrativos,Faculdade,Nordeste
1706,FACULDADE DE INFORMÁTICA DO RECIFE,FACIR,Privada com fins lucrativos,Faculdade,Nordeste
1707,FACULDADE DE CIÊNCIAS CONTÁBEIS DE RECIFE,FACCOR,Privada com fins lucrativos,Faculdade,Nordeste
2242,FACULDADE DO RECIFE,FAREC,Privada com fins lucrativos,Faculdade,Nordeste
2566,INSTITUTO DE ENSINO SUPERIOR DE OLINDA,IESO,Privada com fins lucrativos,Faculdade,Nordeste
1712,FACULDADE DE CIÊNCIAS E TECNOLOGIA DE TERESINA,FACET,Privada com fins lucrativos,Faculdade,Nordeste
1713,FACULDADE DE TECNOLOGIA DE SÃO VICENTE,FATEF,Privada com fins lucrativos,Faculdade,Sudeste
1790,FACULDADE DO SUL DA BAHIA,FASB,Privada sem fins lucrativos,Faculdade,Nordeste
1717,Faculdade de Imperatriz Wyden,Facimp Wyden,Privada com fins lucrativos,Faculdade,Nordeste
1718,FACULDADE NOBRE DE FEIRA DE SANTANA,FAN,Privada com fins lucrativos,Faculdade,Nordeste
1720,FACULDADE MINAS GERAIS,FAMIG,Privada com fins lucrativos,Faculdade,Sudeste
1721,FACULDADE DE VIÇOSA,FDV,Privada com fins lucrativos,Faculdade,Sudeste
19943,Faculdade Sapiens,SAPIENS,Privada com fins lucrativos,Faculdade,Norte
1723,ESCOLA SUPERIOR DE ADMINISTRAÇÃO E GESTÃO STRONG,,Privada sem fins lucrativos,Faculdade,Sudeste
4943,ESCOLA SUPERIOR DE ADMINISTRAÇÃO E GESTÃO STRONG DA BAIXADA SANTISTA,,Privada sem fins lucrativos,Faculdade,Sudeste
1725,FACULDADE XV DE AGOSTO,FAQ,Privada com fins lucrativos,Faculdade,Sudeste
1726,CENTRO UNIVERSITÁRIO SANTA AMÉLIA,SECAL,Privada com fins lucrativos,Centro Universitário,Sul
1727,FACULDADE DE CARIACICA,FAC DE CARIACICA,Privada com fins lucrativos,Faculdade,Sudeste
1515,FACULDADE DE EDUCAÇÃO DE PORTO VELHO,UNIRON,Privada com fins lucrativos,Faculdade,Norte
1728,FACULDADE INTERAMERICANA DE PORTO VELHO,UNIRON,Privada com fins lucrativos,Faculdade,Norte
1733,FACULDADE DE ENSINO SUPERIOR DE MARECHAL CÂNDIDO RONDON,ISEPE  RONDON,Privada com fins lucrativos,Faculdade,Sul
2312,FACULDADE LUTERANA RUI BARBOSA,FALURB,Privada sem fins lucrativos,Faculdade,Sul
1735,CENTRO UNIVERSITÁRIO DOUTOR LEÃO SAMPAIO,UNILEÃO,Privada com fins lucrativos,Centro Universitário,Nordeste
1736,CENTRO UNIVERSITÁRIO LA SALLE DO RIO DE JANEIRO,UNILASALLE/RJ,Privada sem fins lucrativos,Centro Universitário,Sudeste
1739,FACULDADE FORTIUM SÃO SEBASTIÃO,,Privada sem fins lucrativos,Faculdade,Centro-Oeste
1762,FACULDADE DE TECNOLOGIA E NEGÓCIOS CARLOS DRUMMOND DE ANDRADE,,Privada com fins lucrativos,Faculdade,Sudeste
1742,FACULDADE DE TECNOLOGIA CARLOS DRUMMOND DE ANDRADE,CSET DRUMMOND,Privada com fins lucrativos,Faculdade,Sudeste
1743,FACULDADE DE TECNOLOGIA OSWALDO CRUZ,FATEC OSWALDO CRUZ,Privada com fins lucrativos,Faculdade,Sudeste
1749,FACULDADE LUSO-BRASILEIRA,FALUB,Privada sem fins lucrativos,Faculdade,Nordeste
19838,Faculdade Lusitana de Pernambuco,FALUP,Privada sem fins lucrativos,Faculdade,Nordeste
1753,FACULDADE DE ENFERMAGEM NOVA ESPERANÇA,FACENE,Privada com fins lucrativos,Faculdade,Nordeste
4431,FACULDADE DE ENFERMAGEM NOVA ESPERANÇA DE MOSSORÓ - FACENE/RN,FACENE/RN,Privada com fins lucrativos,Faculdade,Nordeste
1995,FACULDADE DE MEDICINA NOVA ESPERANÇA,FAMENE,Privada com fins lucrativos,Faculdade,Nordeste
1756,FACULDADE ASSOCIADA BRASIL,FAB,Privada sem fins lucrativos,Faculdade,Sudeste
1758,FACULDADE INDEPENDENTE DO NORDESTE,FAINOR,Privada com fins lucrativos,Faculdade,Nordeste
1759,FACULDADE PADRE JOÃO BAGOZZI,FACULDADE BAGOZZI,Privada sem fins lucrativos,Faculdade,Sul
1766,FACULDADE ESPÍRITO SANTENSE,UNICAPE,Privada sem fins lucrativos,Faculdade,Sudeste
17289,Faculdade Uriel de Almeida Leitão,,Privada com fins lucrativos,Faculdade,Sudeste
1772,Centro Universitário Fanor Wyden,UniFanor Wyden,Privada com fins lucrativos,Centro Universitário,Nordeste
1734,Faculdade Integral Diferencial Wyden,Facid Wyden,Privada com fins lucrativos,Faculdade,Nordeste
1410,Faculdade Área1 Wyden,Área1 Wyden,Privada com fins lucrativos,Faculdade,Nordeste
1255,Centro Universitário FBV Wyden,UniFBV Wyden,Privada com fins lucrativos,Centro Universitário,Nordeste
1773,CENTRO UNIVERSITÁRIO FAI,,Privada com fins lucrativos,Centro Universitário,Sul
1632,FACULDADE PITÁGORAS DE LONDRINA,,Privada com fins lucrativos,Faculdade,Sul
4141,FACULDADE ANHANGUERA DE TAUBATÉ,,Privada com fins lucrativos,Faculdade,Sudeste
3149,FACULDADE PITÁGORAS DE DIVINÓPOLIS - FPD,FPD,Privada com fins lucrativos,Faculdade,Sudeste
1258,FACULDADE DE CASCAVEL,,Privada com fins lucrativos,Faculdade,Sul
1777,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI,UNIVINCI,Privada com fins lucrativos,Centro Universitário,Sul
1775,Centro Universitário Favip Wyden,UniFavip Wyden,Privada com fins lucrativos,Centro Universitário,Nordeste
1779,FACULDADE AIEC,AIEC / FAAB,Privada com fins lucrativos,Faculdade,Centro-Oeste
1781,FACULDADE INTESP,INTESP,Privada sem fins lucrativos,Faculdade,Sudeste
1785,FACULDADE DE COLIDER,FACIDER,Privada sem fins lucrativos,Faculdade,Centro-Oeste
1786,INSTITUTO MACHADENSE DE ENSINO SUPERIOR,IMES,Privada sem fins lucrativos,Faculdade,Sudeste
1788,FACULDADE DE ADMINISTRAÇÃO E ARTES DE LIMEIRA,FAAL,Privada com fins lucrativos,Faculdade,Sudeste
1789,FACULDADE CATUAÍ,ICES,Privada com fins lucrativos,Faculdade,Sul
1927,CENTRO UNIVERSITÁRIO DO VALE DO IGUAÇU,UNIGUAÇU,Privada com fins lucrativos,Centro Universitário,Sul
1800,Faculdade REGES de Realeza,,Privada sem fins lucrativos,Faculdade,Sul
1801,FACULDADE DOM BOSCO DE UBIRATÃ,DOM BOSCO UBIRATÃ,Privada sem fins lucrativos,Faculdade,Sul
12533,FACULDADE DOM BOSCO DE CAPITÃO LEÔNIDAS MARQUES,,Privada sem fins lucrativos,Faculdade,Sul
2831,FACULDADE DOM BOSCO DE GOIOERÊ,DOM BOSCO GOIOERÊ,Privada sem fins lucrativos,Faculdade,Sul
1805,CENTRO UNIVERSITÁRIO DOS GUARARAPES,UNIFG,Privada com fins lucrativos,Centro Universitário,Nordeste
14002,Faculdade dos Guararapes,FG,Privada com fins lucrativos,Faculdade,Nordeste
1806,FACULDADE FERNÃO DIAS,FAFE,Privada com fins lucrativos,Faculdade,Sudeste
1815,FACULDADE DO INSTITUTO BRASIL,FIBRA,Privada com fins lucrativos,Faculdade,Centro-Oeste
4867,FACULDADE PITÁGORAS DE GUARAPARI,,Privada com fins lucrativos,Faculdade,Sudeste
1818,FACULDADE PITÁGORAS DE BELO HORIZONTE,FPAS,Privada com fins lucrativos,Faculdade,Sudeste
13684,FACULDADE PITÁGORAS DE CONTAGEM,PIT Contagem,Privada com fins lucrativos,Faculdade,Sudeste
11750,FACULDADE ANHANGUERA PITÁGORAS VOTORANTIM,-,Privada com fins lucrativos,Faculdade,Sudeste
22235,Faculdade de Ciências Jurídicas de Pouso Alegre,,Privada com fins lucrativos,Faculdade,Sudeste
22112,Faculdade Pitágoras de Aracati,,Privada com fins lucrativos,Faculdade,Nordeste
891,FACULDADE  PITÁGORAS,,Privada com fins lucrativos,Faculdade,Sudeste
5066,FACULDADE PITÁGORAS DE TECNOLOGIA DE CONTAGEM,,Privada com fins lucrativos,Faculdade,Sudeste
4865,FACULDADE PITÁGORAS DE SÃO LUIZ,,Privada com fins lucrativos,Faculdade,Nordeste
4863,FACULDADE PITÁGORAS DE POÇOS DE CALDAS,,Privada com fins lucrativos,Faculdade,Sudeste
2271,FACULDADE PITÁGORAS DE IPATINGA,FPI,Privada com fins lucrativos,Faculdade,Sudeste
1668,FACULDADE PITÁGORAS DE MINAS GERAIS,,Privada com fins lucrativos,Faculdade,Sudeste
4362,FACULDADE PITÁGORAS DE BETIM,PITÁGORAS-BETIM,Privada com fins lucrativos,Faculdade,Sudeste
22157,Faculdade de Ciências Jurídicas de Serrinha,,Privada com fins lucrativos,Faculdade,Nordeste
18639,Faculdade Pitágoras de Bacabal,,Privada com fins lucrativos,Faculdade,Nordeste
21882,Faculdade Pitágoras de Altamira,,Privada com fins lucrativos,Faculdade,Norte
13743,FACULDADE PITÁGORAS DE GOVERNADOR VALADARES,PIT GV,Privada com fins lucrativos,Faculdade,Sudeste
22059,Faculdade Pitágoras de Medicina de Eunápolis,,Privada com fins lucrativos,Faculdade,Nordeste
21903,Faculdade Pitágoras de Pouso Alegre,,Privada com fins lucrativos,Faculdade,Sudeste
14429,FACULDADE PITÁGORAS DE MACEIÓ,,Privada com fins lucrativos,Faculdade,Nordeste
1819,CENTRO UNIVERSITÁRIO FARIAS BRITO,,Privada com fins lucrativos,Centro Universitário,Nordeste
1821,FACULDADE LIONS,FAC-LIONS,Privada sem fins lucrativos,Faculdade,Centro-Oeste
1822,FACULDADE SUL-AMERICANA,FASAM,Privada com fins lucrativos,Faculdade,Centro-Oeste
1823,INSTITUTO DE ENSINO SUPERIOR DO AMAPÁ,IESAP,Privada com fins lucrativos,Faculdade,Norte
17348,Faculdade Alis de Itabirito,,Privada sem fins lucrativos,Faculdade,Sudeste
1828,ESCOLA DA CIDADE - FACULDADE DE ARQUITETURA E URBANISMO,ESCOLA DA CIDADE,Privada sem fins lucrativos,Faculdade,Sudeste
1834,FACULDADE DE AGUDOS,FAAG,Privada sem fins lucrativos,Faculdade,Sudeste
13481,FACULDADES INTEGRADAS RIO BRANCO GRANJA VIANNA,FRB-GV,Privada sem fins lucrativos,Faculdade,Sudeste
1838,FACULDADES INTEGRADAS RIO BRANCO,FRB,Privada sem fins lucrativos,Faculdade,Sudeste
1843,FACULDADE DE ADMINISTRAÇÃO DE CAMPO BELO,FACAMP,Privada sem fins lucrativos,Faculdade,Sudeste
1852,FACULDADE SABERES,SABERES,Privada com fins lucrativos,Faculdade,Sudeste
1030,Centro Universitário IBMEC,IBMEC,Privada com fins lucrativos,Centro Universitário,Sudeste
2465,FACULDADE IBMEC SÃO PAULO,IBMEC SP,Privada com fins lucrativos,Faculdade,Sudeste
1484,FACULDADE IBMEC,IBMEC,Privada com fins lucrativos,Faculdade,Sudeste
2279,Centro Universitário Metrocamp Wyden,UniMetrocamp Wyden,Privada com fins lucrativos,Centro Universitário,Sudeste
1856,FACULDADE DO NORTE NOVO DE APUCARANA,FACNOPAR,Privada sem fins lucrativos,Faculdade,Sul
1862,FACULDADE DA REGIÃO SERRANA,FARESE,Privada com fins lucrativos,Faculdade,Sudeste
1864,FACULDADE DE ADMINISTRAÇÃO DA ASSOCIAÇÃO BRASILIENSE DE EDUCAÇÃO,FABE,Privada sem fins lucrativos,Faculdade,Sul
1873,FACULDADE MERCÚRIO,FAMERC,Privada sem fins lucrativos,Faculdade,Sudeste
1875,"FACULDADE DE FILOSOFIA, CIÊNCIAS E LETRAS DE IBITINGA",FAIBI,Pública Municipal,Faculdade,Sudeste
1876,FACULDADE MUNICIPAL PROFESSOR FRANCO MONTORO DE MOGI GUAÇU,FMPFM,Pública Municipal,Faculdade,Sudeste
1879,Centro Universitário UNIFACEAR,,Privada com fins lucrativos,Centro Universitário,Sul
20330,Faculdade Educacional Araucária,Facear,Privada com fins lucrativos,Faculdade,Sul
1880,FACULDADE CASA DO ESTUDANTE,FACE,Privada com fins lucrativos,Faculdade,Sudeste
1881,FACULDADE DA ESCADA,FAESC,Privada com fins lucrativos,Faculdade,Nordeste
1885,CENTRO UNIVERSITÁRIO UNIDADE DE ENSINO SUPERIOR DOM BOSCO,UNDB,Privada com fins lucrativos,Centro Universitário,Nordeste
1892,Centro Universitário de Excelência Eniac,ENIAC,Privada com fins lucrativos,Centro Universitário,Sudeste
3294,CENTRO UNIVERSITÁRIO FAVENI,UNIFAVENI,Privada com fins lucrativos,Centro Universitário,Sudeste
1894,FACULDADE EUROPÉIA DE ADMINISTRAÇÃO E MARKETING,FEPAM,Privada com fins lucrativos,Faculdade,Nordeste
1895,CENTRO UNIVERSITÁRIO CHRISTUS,UNICHRISTUS,Privada com fins lucrativos,Centro Universitário,Nordeste
1898,FACULDADE DO LITORAL SUL PAULISTA,FALS,Privada com fins lucrativos,Faculdade,Sudeste
1900,Centro Universitário do Paraná,UniFaesp,Privada sem fins lucrativos,Centro Universitário,Sul
1906,INSTITUTO DE ENSINO SUPERIOR MATERDEI,IES-MATERDEI,Privada com fins lucrativos,Faculdade,Norte
1908,ESCOLA DE ENSINO SUPERIOR FABRA,FABRA,Privada sem fins lucrativos,Faculdade,Sudeste
1910,FACULDADE UNINASSAU LAURO DE FREITAS,,Privada com fins lucrativos,Faculdade,Nordeste
1913,CENTRO UNIVERSITÁRIO FAMINAS,UNIFAMINAS,Privada com fins lucrativos,Centro Universitário,Sudeste
1917,FACULDADE DE CIÊNCIAS BIOMÉDICAS DE CACOAL,FACIMED,Privada com fins lucrativos,Faculdade,Norte
1918,FACULDADE CAPIVARI,FUCAP,Privada com fins lucrativos,Faculdade,Sul
2275,FACULDADE SANTO AGOSTINHO,FASA,Privada com fins lucrativos,Faculdade,Sudeste
22088,FACULDADE SANTO AGOSTINHO DE ITABUNA,FASAI,Privada com fins lucrativos,Faculdade,Nordeste
13809,FACULDADE SANTO AGOSTINHO DE SETE LAGOAS,FASASETE,Privada com fins lucrativos,Faculdade,Sudeste
17433,FACULDADE SANTO AGOSTINHO DE VITÓRIA DA CONQUISTA,FASAVIC,Privada com fins lucrativos,Faculdade,Nordeste
17498,FACULDADE DE SAÚDE SANTO AGOSTINHO DE VITÓRIA DA CONQUISTA,FASA,Privada com fins lucrativos,Faculdade,Nordeste
1921,FACULDADE DE SÃO BENTO,FSB,Privada sem fins lucrativos,Faculdade,Sudeste
1930,INSTITUTO SUPERIOR DE EDUCAÇÃO DE SÃO PAULO,SINGULARIDADES/ISESP,Privada sem fins lucrativos,Faculdade,Sudeste
1934,FACULDADE SINOP,FASIP,Privada com fins lucrativos,Faculdade,Centro-Oeste
1907,FACULDADE EDUCACIONAL DE COLOMBO,FAEC,Privada com fins lucrativos,Faculdade,Sul
1939,INSTITUTO DE ENSINO SUPERIOR DE LONDRINA - INESUL,INESUL,Privada com fins lucrativos,Faculdade,Sul
2799,FANEESP - FACULDADE NACIONAL DE EDUCAÇÃO E ENSINO SUPERIOR DO PARANÁ,FANEESP,Privada com fins lucrativos,Faculdade,Sul
1940,FACULDADE DE NOVA SERRANA,FANS,Privada sem fins lucrativos,Faculdade,Sudeste
4950,FACULDADE AUM,,Privada com fins lucrativos,Faculdade,Centro-Oeste
1941,FACULDADE CUIABÁ,FAUC,Privada com fins lucrativos,Faculdade,Centro-Oeste
1948,FACULDADE DE ENSINO SUPERIOR DA PARAÍBA,FESP,Privada com fins lucrativos,Faculdade,Nordeste
1949,CENTRO UNIVERSITÁRIO DE PAULÍNIA,UNIFACP,Privada com fins lucrativos,Centro Universitário,Sudeste
1951,INSTITUTO DE EDUCAÇÃO E ENSINO SUPERIOR DE SAMAMBAIA,IESA,Privada com fins lucrativos,Faculdade,Centro-Oeste
1952,CENTRO UNIVERSITÁRIO CATHEDRAL,,Privada com fins lucrativos,Centro Universitário,Centro-Oeste
1962,INSTITUTO SUPERIOR DE EDUCAÇÃO DO CENTRO EDUCACIONAL NOSSA SENHORA AUXILIADORA,ISECENSA,Privada sem fins lucrativos,Faculdade,Sudeste
